show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s923,movie,The Clovehitch Killer,duncan skiles,"dylan mcdermott, charlie plummer, samantha mathis, madisen beaty, brenna sherman, lance chantiles-wertz, emma jones, jonathan riggs",united states,2021-05-04,2018,tv-ma,109 min,"Dramas, Independent Movies, Thrillers",A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.
s925,movie,Aliens Stole My Body,sean mcnamara,"jayden greig, lauren mcnamara, dan payne, alex zahara, sean quan, kirsten robek, ty consiglio, christian convery, sandy robson, christina meredith lewall, george takei",united states,2021-05-01,2020,pg,88 min,"Children & Family Movies, Comedies",The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
s927,movie,Au coeur des gangs,vondie curtis-hall,"tyrese gibson, meagan good, larenz tate, henry hunter hall, kimora lee simmons, game",united states,2021-05-01,2006,r,97 min,"Action & Adventure, Dramas","In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom."
s929,movie,Best of the Best,robert radler,"eric roberts, james earl jones, sally kirkland, chris penn, phillip rhee, john p. ryan, john dye, louise fletcher",united states,2021-05-01,1989,pg-13,97 min,"Action & Adventure, Sports Movies",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.
s931,movie,Due Date,todd phillips,"robert downey jr., zach galifianakis, michelle monaghan, jamie foxx, juliette lewis, danny mcbride, rza, matt walsh",united states,2021-05-01,2010,r,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
s932,movie,Fun with Dick & Jane,dean parisot,"jim carrey, téa leoni, alec baldwin, richard jenkins, angie harmon, john michael higgins, richard burgi, carlos jacott, aaron michael drozin, gloria garayua",united states,2021-05-01,2005,pg-13,91 min,Comedies,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living."
s933,movie,Green Zone,paul greengrass,"matt damon, greg kinnear, brendan gleeson, amy ryan, khalid abdalla, jason isaacs, said faraj, michael o'neill, igal naor, raad rawi","united kingdom, france, spain, united states",2021-05-01,2010,r,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
s934,movie,Hachi: A Dog's Tale,lasse hallström,"richard gere, joan allen, cary-hiroyuki tagawa, sarah roemer, jason alexander, erick avari, davenia mcfadden, robbie sublett, kevin decoste, rob degnan","united kingdom, united states",2021-05-01,2009,g,93 min,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
s935,movie,JT LeRoy,justin kelly,"kristen stewart, laura dern, jim sturgess, diane kruger, kelvin harrison jr., james jagger, courtney love, david brown","united kingdom, canada, united states",2021-05-01,2018,r,109 min,"Dramas, Independent Movies","In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law."
s936,movie,Madagascar 3: Europe's Most Wanted,"eric darnell, tom mcgrath, conrad vernon","ben stiller, chris rock, david schwimmer, jada pinkett smith, sacha baron cohen, cedric the entertainer, andy richter, tom mcgrath, frances mcdormand, jessica chastain, bryan cranston, martin short",united states,2021-05-01,2012,pg,96 min,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
s943,movie,Mystic River,clint eastwood,"sean penn, tim robbins, kevin bacon, laurence fishburne, marcia gay harden, laura linney, kevin chapman, tom guiry, emmy rossum, spencer treat clark","united states, australia",2021-05-01,2003,r,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation."
s944,movie,Never Back Down,jeff wadlow,"sean faris, amber heard, cam gigandet, evan peters, leslie hope, djimon hounsou, wyatt smith, affion crockett, neil brown jr., lauren leech, tilky jones, steven crowley, tom nowicki",united states,2021-05-01,2008,pg-13,113 min,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club."
s945,movie,S.M.A.R.T Chase,charles martin,"orlando bloom, leo wu, simon yam, hannah quinlivan",china,2021-05-01,2018,tv-ma,94 min,Action & Adventure,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.
s946,movie,Sitting in Limbo,stella corradi,"patrick robinson, nadine marshall, pippa bennett-warner, cj beckford",united kingdom,2021-05-01,2020,tv-ma,89 min,"Dramas, International Movies","After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events."
s947,movie,Stargate,roland emmerich,"kurt russell, james spader, jaye davidson, viveca lindfors, alexis cruz, mili avital, leon rippy, john diehl, carlos lauchu, djimon hounsou","united states, france",2021-05-01,1994,pg-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
s948,movie,State of Play,kevin macdonald,"russell crowe, ben affleck, rachel mcadams, helen mirren, robin wright, jason bateman, jeff daniels, michael berresse, harry lennix","united states, united kingdom, france",2021-05-01,2009,pg-13,127 min,"Dramas, Thrillers",A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.
s949,movie,Swiped,ann deborah fishman,"kendall ryan sanders, noah centineo, nathan gamble, kristen johnston, leigh-allyn baker, christian hutcherson, shelby wulfert, steve daron, kalani hilliker, maddy curley, george hamilton",united states,2021-05-01,2018,tv-14,94 min,Comedies,"When two college roommates develop a discreet hookup app, casual affairs – and complications – soon run rampant on campus."
s950,movie,The Darkest Hour,chris gorak,"emile hirsch, olivia thirlby, max minghella, rachael taylor, joel kinnaman, veronika vernadskaya, dato bakhtadze, yuriy kutsenko","united states, russia",2021-05-01,2011,pg-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.
s951,movie,The Lovely Bones,peter jackson,"mark wahlberg, rachel weisz, susan sarandon, stanley tucci, michael imperioli, saoirse ronan, rose mciver, christian thomas ashdale, reece ritchie, carolyn dando","united states, united kingdom, new zealand",2021-05-01,2009,pg-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight."
s952,movie,The Sweetest Thing,roger kumble,"cameron diaz, christina applegate, selma blair, thomas jane, jason bateman, parker posey, frank grillo, eddie mcclintock, lillian adams, johnny messner",united states,2021-05-01,2002,r,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him."
s953,movie,The Whole Nine Yards,jonathan lynn,"bruce willis, matthew perry, rosanna arquette, michael clarke duncan, natasha henstridge, amanda peet, kevin pollak, harland williams, carmen ferland, serge christianssens",united states,2021-05-01,2000,r,99 min,"Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.
s954,movie,The Whole Truth,courtney hunt,"keanu reeves, renée zellweger, gugu mbatha-raw, gabriel basso, jim belushi, jim klock, ritchie montgomery, christopher berry",united states,2021-05-01,2016,r,93 min,"Dramas, Thrillers","Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim."
s955,movie,The Yeti Adventures,"pierre greco, nancy florence savard","rachelle lefevre, noel fisher, colm feore, julian stamboulieh, jesse camacho, bronwen mantel, arthur holden",canada,2021-05-01,2018,tv-pg,85 min,"Children & Family Movies, Comedies",An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.
s956,movie,Under Siege,andrew davis,"steven seagal, tommy lee jones, gary busey, erika eleniak, colm meaney, damian chapa, andy romano, patrick o'neal, nick mancuso, troy evans","france, united states",2021-05-01,1992,r,102 min,Action & Adventure,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.
s957,movie,Zack and Miri Make a Porno,kevin smith,"seth rogen, elizabeth banks, craig robinson, jason mewes, jeff anderson, traci lords, katie morgan, ricky mabe, justin long, brandon routh, tyler labine, tom savini, tisha campbell-martin, jennifer schwalbach, gerry bednob",united states,2021-05-01,2008,r,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
s960,movie,The Disciple,chaitanya tamhane,"aditya modak, arun dravid, sumitra bhave, deepika bhide bhagwat, kiran yadnyopavit, abhishek kale, neela khedkar, makarand mukund, kristy banerjee, prasad vanarse",india,2021-04-30,2021,tv-ma,128 min,"Dramas, Independent Movies, International Movies","Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."
s963,movie,The Strangers: Prey at Night,johannes roberts,"bailee madison, martin henderson, emma bellomy, lea enslin, damian maffei, christina hendricks, lewis pullman","united states, united kingdom",2021-04-30,2018,r,85 min,Horror Movies,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.
s967,movie,Get the Grift,pedro antonio,"marcus majella, samantha schmütz, caito mainier, pedroca monteiro, thelmo fernandes, zeca carvalho, pablo sanabio, luan caruzo",brazil,2021-04-28,2021,tv-ma,95 min,"Comedies, International Movies","After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together."
s970,movie,August: Osage County,john wells,"meryl streep, julia roberts, chris cooper, ewan mcgregor, margo martindale, sam shepard, dermot mulroney, julianne nicholson, juliette lewis, abigail breslin, benedict cumberbatch, misty upham",united states,2021-04-27,2014,r,121 min,Dramas,"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother."
s971,movie,Battle: Los Angeles,jonathan liebesman,"aaron eckhart, michelle rodriguez, ramon rodriguez, bridget moynahan, ne-yo, michael peña, lucas till, cory hardrict, adetokumboh m'cormack, jim parrack",united states,2021-04-27,2011,pg-13,116 min,"Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens."
